sen,label_decode,label,raw_sen,length
"['曾', '任', '中', '国', '软', '件', '与', '技', '术', '服', '务', '股', '份', '有', '限', '公', '司', '党', '群', '工', '作', '部', '副', '主', '任', '、', '主', '任', '兼', '纪', '检', '监', '察', '部', '主', '任', '、', '监', '事', '，', '现', '任', '中', '国', '电', '子', '纪', '检', '监', '察', '部', '（', '审', '计', '部', '）', '一', '处', '处', '长', '，', '报', '告', '期', '内', '辞', '去', '中', '国', '软', '件', '与', '技', '术', '服', '务', '股', '份', '有', '限', '公', '司', '监', '事', '职', '务', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5, 5, 5]",曾任中国软件与技术服务股份有限公司党群工作部副主任、主任兼纪检监察部主任、监事，现任中国电子纪检监察部（审计部）一处处长，报告期内辞去中国软件与技术服务股份有限公司监事职务。,87
"['谢', '永', '林', '，', '副', '行', '长', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 10, 11, 11, 5, 5]",谢永林，副行长。,8
"['1', '9', '6', '8', '年', '出', '生', '，', '获', '得', '南', '京', '大', '学', '理', '学', '硕', '士', '、', '企', '业', '管', '理', '专', '业', '博', '士', '学', '位', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'O', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 16, 17, 12, 13, 5, 16, 17, 17, 17, 17, 17, 12, 13, 13, 13, 5, 5]",1968年出生，获得南京大学理学硕士、企业管理专业博士学位。,30
"['现', '任', '平', '安', '银', '行', '副', '行', '长', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 5, 5]",现任平安银行副行长。,10
"['1', '9', '9', '4', '年', '1', '0', '月', '加', '入', '中', '国', '平', '安', '保', '险', '（', '集', '团', '）', '股', '份', '有', '限', '公', '司', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5]",1994年10月加入中国平安保险（集团）股份有限公司。,27
"['历', '任', '江', '苏', '办', '事', '处', '国', '际', '业', '务', '部', '业', '务', '主', '任', '，', '平', '安', '产', '险', '南', '京', '分', '公', '司', '大', '厂', '支', '公', '司', '副', '经', '理', '（', '主', '持', '工', '作', '）', '，', '平', '安', '寿', '险', '无', '锡', '支', '公', '司', '副', '经', '理', '（', '主', '持', '工', '作', '）', '，', '平', '安', '寿', '险', '南', '京', '分', '公', '司', '团', '险', '部', '副', '经', '理', '、', '经', '理', '，', '平', '安', '寿', '险', '杭', '州', '分', '公', '司', '总', '经', '理', '助', '理', '、', '副', '总', '经', '理', '（', '主', '持', '工', '作', '）', '，', '平', '安', '集', '团', '发', '展', '改', '革', '中', '心', '副', '主', '任', '，', '平', '安', '寿', '险', '市', '场', '营', '销', '部', '总', '经', '理', '、', '浙', '江', '分', '公', '司', '总', '经', '理', '等', '职', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 10, 11, 11, 5, 5, 5, 5]",历任江苏办事处国际业务部业务主任，平安产险南京分公司大厂支公司副经理（主持工作），平安寿险无锡支公司副经理（主持工作），平安寿险南京分公司团险部副经理、经理，平安寿险杭州分公司总经理助理、副总经理（主持工作），平安集团发展改革中心副主任，平安寿险市场营销部总经理、浙江分公司总经理等职。,143
"['2', '0', '0', '6', '年', '3', '月', '加', '入', '原', '平', '安', '银', '行', '，', '历', '任', '运', '营', '总', '监', '、', '人', '力', '资', '源', '总', '监', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 5, 5, 5, 10, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 5, 5]",2006年3月加入原平安银行，历任运营总监、人力资源总监，,29
"['2', '0', '0', '7', '年', '7', '月', '至', '2', '0', '1', '2', '年', '6', '月', '任', '原', '平', '安', '银', '行', '副', '行', '长', '，', '并', '自', '2', '0', '0', '7', '年', '6', '月', '至', '2', '0', '1', '2', '年', '6', '月', '任', '原', '平', '安', '银', '行', '执', '行', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2007年7月至2012年6月任原平安银行副行长，并自2007年6月至2012年6月任原平安银行执行董事。,53
"['2', '0', '1', '2', '年', '7', '月', '加', '入', '深', '圳', '发', '展', '银', '行', '，', '任', '副', '行', '长', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 5, 5, 10, 11, 11, 5, 5]",2012年7月加入深圳发展银行，任副行长。,21
"['罗', '军', '：', '男', '，', '汉', '，', '党', '员', '，', '大', '专', '学', '历', '，', '助', '理', '会', '计', '师', '职', '称', '，', '曾', '任', '公', '司', '变', '压', '器', '厂', '销', '售', '公', '司', '经', '理', '、', '厂', '长', '助', '理', '兼', '销', '售', '公', '司', '经', '理', '，', '公', '司', '销', '售', '公', '司', '副', '总', '经', '理', '，', '公', '司', '变', '压', '器', '厂', '副', '厂', '长', '。']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'I-RACE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 5, 5, 5, 9, 5, 10, 11, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 10, 11, 11, 11, 5, 14, 15, 15, 15, 10, 11, 5, 14, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5]",罗军：男，汉，党员，大专学历，助理会计师职称，曾任公司变压器厂销售公司经理、厂长助理兼销售公司经理，公司销售公司副总经理，公司变压器厂副厂长。,71
"['孙', '醒', '：', '男', '，']","['B-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 5, 5, 5, 5]",孙醒：男，,5
"['1', '9', '7', '6', '年', '出', '生', '，', '注', '册', '会', '计', '师', '，', '现', '任', '中', '国', '高', '科', '集', '团', '股', '份', '有', '限', '公', '司', '董', '事', '会', '独', '立', '董', '事', '，', '河', '南', '硕', '华', '会', '计', '师', '事', '务', '所', '副', '所', '长', '、', '合', '伙', '人', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 10, 11, 11, 5, 5]",1976年出生，注册会计师，现任中国高科集团股份有限公司董事会独立董事，河南硕华会计师事务所副所长、合伙人。,54
"['曾', '任', '河', '南', '联', '华', '会', '计', '师', '事', '务', '所', '项', '目', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",曾任河南联华会计师事务所项目经理。,17
"['梁', '明', '煅', '先', '生', '：', '1', '9', '6', '2', '年', '7', '月', '出', '生', '，', '中', '共', '党', '员', '，', '民', '进', '会', '员', '，', '大', '学', '本', '科', '学', '历', '，', '高', '级', '会', '计', '师', '，', '注', '册', '会', '计', '师', '，', '注', '册', '资', '产', '评', '估', '师', '，', '注', '册', '房', '地', '产', '估', '价', '师', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 14, 15, 10, 11, 5, 12, 13, 13, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 5, 5]",梁明煅先生：1962年7月出生，中共党员，民进会员，大学本科学历，高级会计师，注册会计师，注册资产评估师，注册房地产估价师。,62
"['曾', '任', '厦', '门', '大', '学', '资', '产', '评', '估', '事', '务', '所', '所', '长', '助', '理', '、', '副', '所', '长', '、', '厦', '门', '市', '大', '学', '资', '产', '评', '估', '有', '限', '公', '司', '副', '总', '经', '理', '、', '董', '事', '长', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 10, 11, 11, 5, 5]",曾任厦门大学资产评估事务所所长助理、副所长、厦门市大学资产评估有限公司副总经理、董事长。,44
"['同', '时', '兼', '任', '福', '建', '省', '高', '级', '会', '计', '师', '评', '审', '委', '员', '会', '评', '审', '专', '家', '库', '第', '八', '、', '九', '届', '成', '员', '，', '中', '国', '资', '产', '评', '估', '协', '会', '理', '事', '、', '福', '建', '省', '土', '地', '估', '价', '行', '业', '协', '会', '副', '会', '长', '、', '厦', '门', '市', '资', '产', '评', '估', '协', '会', '副', '会', '长', '、', '厦', '门', '市', '房', '地', '产', '中', '介', '行', '业', '协', '会', '副', '会', '长', '及', '专', '家', '组', '副', '组', '长', '、', '厦', '门', '市', '十', '一', '届', '政', '协', '委', '员', '、', '民', '进', '厦', '门', '市', '委', '员', '会', '副', '秘', '书', '长', '。']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 10, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",同时兼任福建省高级会计师评审委员会评审专家库第八、九届成员，中国资产评估协会理事、福建省土地估价行业协会副会长、厦门市资产评估协会副会长、厦门市房地产中介行业协会副会长及专家组副组长、厦门市十一届政协委员、民进厦门市委员会副秘书长。,116
"['2', '0', '0', '8', '年', '1', '2', '月', '起', '兼', '任', '厦', '门', '厦', '工', '机', '械', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '，', '厦', '门', '厦', '工', '机', '械', '股', '份', '有', '限', '公', '司', '第', '六', '届', '董', '事', '会', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 5]",2008年12月起兼任厦门厦工机械股份有限公司独立董事，厦门厦工机械股份有限公司第六届董事会独立董事。,51
"['由', '于', '工', '作', '调', '动', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5]",由于工作调动，,7
"['2', '0', '1', '1', '年', '8', '月', '1', '9', '日', '起', '不', '再', '担', '任', '厦', '门', '厦', '工', '机', '械', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2011年8月19日起不再担任厦门厦工机械股份有限公司独立董事。,32
"['杨', '艳', '萍', '女', '士', '，', '大', '学', '文', '化', '，', '毕', '业', '于', '中', '国', '人', '民', '大', '学', '，', '北', '京', '证', '券', '投', '资', '银', '行', '业', '务', '一', '部', '总', '经', '理', '，', '山', '东', '江', '泉', '实', '业', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 12, 13, 13, 13, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",杨艳萍女士，大学文化，毕业于中国人民大学，北京证券投资银行业务一部总经理，山东江泉实业股份有限公司独立董事。,54
"['周', '云', '女', '士', '：', '中', '国', '国', '籍', '，', '无', '境', '外', '居', '留', '权', '，']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 3, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5]",周云女士：中国国籍，无境外居留权，,17
"['1', '9', '8', '2', '年', '出', '生', '，', '大', '学', '学', '历', '，', '助', '理', '会', '计', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5]",1982年出生，大学学历，助理会计师。,19
